osm_id,lat,lon,name,operator,network
node:6164283628,50.7182714,6.1197375,Total E40 Raeren Lichtenbusch Nord,Allego,
node:6212581485,50.7813202,6.1617147,,STAWAG,
node:8165847021,50.7170398,6.1188336,TOTAL E40 Lichtenbusch Sud,Allego,
node:8431216564,50.7759206,6.1117641,,EnBW Energie Baden-Württemberg AG,
node:9175238318,50.8339215,6.3138955,,EWV,Ladenetz
node:9675022210,50.8176831,6.2139118,,,
node:9675026732,50.8173396,6.2167313,,,
node:9879307985,50.7971271,6.1554104,,STAWAG,
node:10605606199,51.1031259,6.1709457,,EnBW Energie Baden-Württemberg AG,
node:10605606200,51.103104,6.1708947,,EnBW Energie Baden-Württemberg AG,
node:11019070187,51.1840201,6.4404397,,,
node:11019090265,51.1840293,6.4403492,,,
node:11500044654,50.8253314,6.2474276,,BP Europe SE,
node:12330712474,51.0747125,6.3053587,,EnBW Energie Baden-Württemberg AG,
node:12330712475,51.0746909,6.3054233,,EnBW Energie Baden-Württemberg AG,
node:12330712476,51.0746377,6.3055888,,EnBW Energie Baden-Württemberg AG,
node:12330712477,51.0746594,6.3055242,,EnBW Energie Baden-Württemberg AG,
node:12461116150,51.1441485,6.4267659,Mönchengladbach Supercharger,"Tesla, Inc.",
node:12739149787,50.8710561,6.1028027,,Lidl,
node:13022756618,51.100433,6.158703,,NEW Niederrhein Energie und Wasser GmbH,
way:1192363853,50.7828519,6.1008688,HPC-Ladepark STAWAG,STAWAG,
way:1457092647,50.8421551,6.1092506,,EWV,
way:1458568846,51.1955178,6.4126853,,Ionity,
node:7180843818,51.4800684,3.6367916,Allego,Allego,
node:8205799854,51.4802529,3.636457,Middelburg Supercharger,"Tesla, Inc.",
node:11028396401,51.3260771,3.6675951,,Groen Goud Biervliet,
node:11028396402,51.3260785,3.6677442,,Groen Goud Biervliet,
node:11028396403,51.3260778,3.6678622,,Groen Goud Biervliet,
node:11028396404,51.3261264,3.6678596,,Groen Goud Biervliet,
node:12425906401,51.3292332,3.2018045,,MobilityPlus,
way:1246281724,51.4552581,3.5924775,,LEAP24,
node:6269211493,51.4987707,3.772121,Fastned Selnisse,Fastned,
node:6269219527,51.484297,3.851018,Fastned Vliedberg,Fastned,
node:11022365265,51.4200899,4.186673,,,Shell Recharge
node:11049644249,51.4249968,4.087873,Fastned Voetpomp,Fastned,
node:12784778214,51.2657919,4.2859374,Milence Charging Hub Antwerp Ketenis,Milence Service Holding bv,
node:13384301288,51.423612,4.0953288,Fastned Vliete,Fastned,
node:5556176579,51.5774785,4.72998,Breda Supercharger,"Tesla, Inc.",
node:5637477579,51.2589546,4.4638962,Quick Schoten,,plugsurfing
node:6425495017,51.2681134,4.4029194,Antwerp Supercharger,Tesla,
node:6593318224,51.5488465,4.5291282,Fastned Hoezaar,Fastned,
node:6593318225,51.5476491,4.5304109,Fastned Mastpolder,Fastned,
node:6593318259,51.4978519,4.7431814,Fastned Hazeldonk-Oost,Fastned,
node:6593318260,51.5002238,4.7408552,Fastned Hazeldonk-West,Fastned,
node:9249085513,51.5823267,4.7308836,Vattenfall InCharge,Vattenfall InCharge,
node:9526792000,51.3014357,4.4372299,Lidl Kapellen,Lidl,
node:9535686049,51.3465541,4.7669593,Lidl Rijkevorsel,Lidl,
node:9550192523,51.2609605,4.5067311,Lidl Schoten,Lidl,
node:9632900981,51.256968,4.6227886,Lidl Zoersel,Lidl,
node:9632900982,51.3062076,4.5659793,Lidl Brecht-Beukenlei,Lidl,
node:9812588047,51.5966333,4.4953379,Fastned 't Hol,Fastned,
node:9818240287,51.3216629,4.5859401,Fastned Brecht Oost,Fastned,
way:1192621619,51.3511154,4.6436982,,E-Flux,
way:1379640158,51.28705,4.388158,Milence charging hub Antwerp Goordijk,Commercial Vehicle Charging Europe B.V.,
way:1391582325,51.5665141,4.4697969,Roosendaal Supercharger,Tesla,
node:5540581565,51.4071796,5.479579,Eindhoven Supercharger,"Tesla, Inc.",
node:5926507604,51.406914,5.4793823,,Van der Valk Hotels & Restaurants,
node:6268654995,51.5590813,5.3567307,Fastned Velder,Fastned,
node:6269187673,51.562321,5.075246,Fastned Jan Heijnsstraat (Albert Heijn),Fastned,
node:6269201503,51.5563637,5.3619057,Fastned Ooiendonk,Fastned,
node:8287449975,51.4362219,5.4230985,,Allego,
node:8287449977,51.5013892,5.4162257,Ecotap Best,Ecotap,
node:8522099154,51.4342178,5.4506102,Fastned Limburglaan (Albert Heijn),Fastned,
node:8522099155,51.3241088,5.2227783,Fastned De Beerze,Fastned,
node:8522099156,51.3215685,5.2195591,Fastned Het Goor,Fastned,
node:9370905423,51.5430696,5.1117938,Tilburg Supercharger,"Tesla, Inc.",
node:9533383363,51.2707351,5.0785624,Lidl Retie - Turnhoutsebaan,Lidl,
node:9823451331,51.5354097,5.4787628,Fastned Sonse Heide,Fastned,
node:9823502861,51.4917375,5.3504811,Fastned Kloosters,Fastned,
node:10678504471,51.491921,5.3638722,Fastned Kriekampen,Fastned,
node:10983679735,51.5541991,4.9524938,Fastned Nerhoven,Fastned,
node:10995014079,51.5377175,5.0416716,Combo,,
node:10995698668,51.5413874,5.0599663,,,
node:11230781844,51.4909229,5.4245044,Best Supercharger,"Tesla, Inc.",
node:11401280979,51.5030468,5.4143337,Ionity Best,Ionity,Ionity
node:11700649158,51.4992988,5.4637462,,50five,
node:11700649159,51.4992996,5.4638257,,50five,
node:13378371088,51.313468,4.9900019,,Lidl,
node:13397748189,51.5018908,5.4907474,Alva,,
node:3414515182,51.3797847,5.9847913,,Allego,
node:5340830224,51.5041115,6.0213702,Allego Romeinse Put West,Allego,
node:5540605095,51.4700469,6.0570996,Horst Supercharger,"Tesla, Inc.",
node:7551665242,51.3800462,5.9855815,Ionity Sevenum,Ionity,Ionity
node:7674836531,51.506327,6.0218222,Allego Romeinse Put Oost,Allego,
node:8074915715,51.2551075,5.7667479,Allego Nederweert Noord Meiberg,Allego,
node:8165872446,51.2546052,5.7651129,Allego Nederweert Zuid Roevenpeel,Allego,
node:8522099153,51.4044262,5.8108698,Fastned Het Gevlocht,Fastned,
node:9812425330,51.322139,5.5933848,Fastned 't Haasje,Fastned,
node:9818214653,51.4038354,5.5380249,Fastned Meelakkers,Fastned,
node:9820819525,51.3252575,5.5922416,Fastned Groote Bleek,Fastned,
node:9967510600,51.5180322,5.9799953,,Ecotap,
node:10097688815,51.2818396,5.650913,Weert Supercharger,"Tesla, Inc.",
node:10692980830,51.254718,5.7687298,Fastned Meiberg,Fastned,
node:10694537903,51.3764493,5.9853953,Fastned Midden Peelweg,Fastned,
node:11452163782,51.2771817,5.7396636,Vattenfall InCharge,Vattenfall InCharge,
node:11869379079,51.5471504,5.9971519,Venray Supercharger,"Tesla, Inc.",
node:5873228548,51.3279898,6.2118642,,Stadtwerke Nettetal GmbH,
node:5873247027,51.522965,6.3489347,,Stadtwerke Geldern,
node:6222661282,51.3290113,6.1954278,,Stadtwerke Nettetal GmbH,
node:10733381500,51.5849824,6.2403668,,,
node:10733381501,51.5850109,6.2404221,,,
node:11497750843,51.3851224,6.2147695,Fastned Venlose Heide,Fastned,
node:12352348538,51.4419965,6.4155412,,Kox Lebensmittel OHG,
node:12352348539,51.4420011,6.4155325,,Kox Lebensmittel OHG,
node:12543429247,51.3899012,6.100242,Milence Charging Hub Venlo,Milence,
node:13026831181,51.4566884,6.3797552,,Frischecenter Brüggemeier GmbH,
way:1435137861,51.4086923,6.34016,,Brüggemeier Management GmbH,
way:1452950307,51.4425325,6.4138577,,,
