GRD_NEWID,MS_POPULATION_20200101
1kmN3083E3884,26
1kmN3084E3884,143
1kmN3085E3884,179
1kmN3086E3884,145
1kmN3087E3884,316
1kmN3088E3884,129
1kmN3089E3884,50
1kmN3090E3884,303
1kmN3091E3884,292
1kmN3092E3884,51
1kmN3093E3884,432
1kmN3094E3884,113
1kmN3095E3884,130
1kmN3096E3884,179
1kmN3097E3884,357
1kmN3098E3884,1274
1kmN3099E3884,223
1kmN3100E3884,199
1kmN3101E3884,289
1kmN3102E3884,628
1kmN3103E3884,58
1kmN3104E3884,921
1kmN3105E3884,189
1kmN3106E3884,173
1kmN3107E3884,212
1kmN3108E3884,517
1kmN3109E3884,411
1kmN3110E3884,1221
1kmN3111E3884,128
1kmN3112E3884,751
1kmN3113E3884,190
1kmN3114E3884,284
1kmN3115E3884,156
1kmN3116E3884,262
1kmN3117E3884,54
1kmN3118E3884,1271
1kmN3119E3884,2404
1kmN3120E3884,3408
1kmN3121E3884,2281
1kmN3122E3884,3103
1kmN3123E3884,3215
1kmN3124E3884,2527
1kmN3125E3884,3551
1kmN3126E3884,1718
1kmN3127E3884,1587
1kmN3128E3884,2000
1kmN3129E3884,217
1kmN3130E3884,0
1kmN3131E3884,13
1kmN3132E3884,402
1kmN3133E3884,62
1kmN3134E3884,17
1kmN3135E3884,0
1kmN3136E3884,365
1kmN3137E3884,1946
1kmN3138E3884,603
1kmN3139E3884,21
1kmN3140E3884,96
1kmN3141E3884,413
1kmN3142E3884,736
1kmN3143E3884,108
1kmN3144E3884,121
1kmN3145E3884,62
1kmN3146E3884,16
1kmN3147E3884,0
1kmN3148E3884,0
1kmN3041E3885,0
1kmN3042E3885,0
1kmN3043E3885,25
1kmN3044E3885,7
1kmN3045E3885,34
1kmN3046E3885,260
1kmN3047E3885,229
1kmN3048E3885,217
1kmN3049E3885,2065
1kmN3050E3885,2349
1kmN3051E3885,2812
1kmN3052E3885,2268
1kmN3053E3885,1900
1kmN3054E3885,4682
1kmN3055E3885,2091
1kmN3056E3885,574
1kmN3057E3885,0
1kmN3058E3885,118
1kmN3059E3885,43
1kmN3060E3885,0
1kmN3061E3885,0
1kmN3062E3885,299
1kmN3063E3885,356
1kmN3064E3885,407
1kmN3065E3885,92
1kmN3066E3885,31
1kmN3067E3885,55
1kmN3068E3885,142
1kmN3069E3885,55
1kmN3070E3885,44
1kmN3071E3885,32
1kmN3072E3885,218
1kmN3073E3885,460
1kmN3074E3885,140
1kmN3075E3885,4
1kmN3076E3885,109
1kmN3077E3885,71
1kmN3078E3885,45
1kmN3079E3885,48
1kmN3080E3885,184
1kmN3081E3885,42
1kmN3082E3885,95
1kmN3083E3885,425
1kmN3084E3885,1968
1kmN3085E3885,2145
1kmN3086E3885,87
1kmN3087E3885,63
1kmN3088E3885,55
1kmN3089E3885,24
1kmN3090E3885,242
1kmN3091E3885,117
1kmN3092E3885,135
1kmN3093E3885,97
1kmN3094E3885,31
1kmN3095E3885,571
1kmN3096E3885,437
1kmN3097E3885,135
1kmN3098E3885,302
1kmN3099E3885,497
1kmN3100E3885,487
1kmN3101E3885,809
1kmN3102E3885,3433
1kmN3103E3885,1288
1kmN3104E3885,433
1kmN3105E3885,338
1kmN3106E3885,180
1kmN3107E3885,439
1kmN3108E3885,977
1kmN3109E3885,171
1kmN3110E3885,469
1kmN3111E3885,214
1kmN3112E3885,68
1kmN3113E3885,519
1kmN3114E3885,140
1kmN3115E3885,316
1kmN3116E3885,450
1kmN3117E3885,1936
1kmN3118E3885,467
1kmN3119E3885,639
1kmN3120E3885,432
1kmN3121E3885,593
1kmN3122E3885,43
1kmN3123E3885,751
1kmN3124E3885,1435
1kmN3125E3885,2450
1kmN3126E3885,2124
1kmN3127E3885,675
1kmN3128E3885,2125
1kmN3129E3885,904
1kmN3130E3885,19
1kmN3131E3885,0
1kmN3132E3885,448
1kmN3133E3885,821
1kmN3134E3885,0
1kmN3135E3885,0
1kmN3136E3885,1252
1kmN3137E3885,221
1kmN3138E3885,73
1kmN3139E3885,52
1kmN3140E3885,413
1kmN3141E3885,491
1kmN3142E3885,1768
1kmN3143E3885,231
1kmN3144E3885,12
1kmN3145E3885,27
1kmN3146E3885,9
1kmN3147E3885,29
1kmN3148E3885,0
1kmN3041E3886,0
1kmN3042E3886,39
1kmN3043E3886,0
1kmN3044E3886,56
1kmN3045E3886,388
1kmN3046E3886,175
1kmN3047E3886,83
1kmN3048E3886,310
1kmN3049E3886,1049
1kmN3050E3886,3584
1kmN3051E3886,1506
1kmN3052E3886,621
1kmN3053E3886,902
1kmN3054E3886,2458
1kmN3055E3886,2213
1kmN3056E3886,114
1kmN3057E3886,4
1kmN3058E3886,21
1kmN3059E3886,0
1kmN3060E3886,0
1kmN3061E3886,58
1kmN3062E3886,335
1kmN3063E3886,164
1kmN3064E3886,301
1kmN3065E3886,42
1kmN3066E3886,112
1kmN3067E3886,3
1kmN3068E3886,21
1kmN3069E3886,196
1kmN3070E3886,53
1kmN3071E3886,434
1kmN3072E3886,887
1kmN3073E3886,278
1kmN3074E3886,30
1kmN3075E3886,5
1kmN3076E3886,31
1kmN3077E3886,373
1kmN3078E3886,430
1kmN3079E3886,114
1kmN3080E3886,31
1kmN3081E3886,117
1kmN3082E3886,112
1kmN3083E3886,36
1kmN3084E3886,2039
1kmN3085E3886,1020
1kmN3086E3886,206
1kmN3087E3886,395
1kmN3088E3886,17
1kmN3089E3886,153
1kmN3090E3886,421
1kmN3091E3886,186
1kmN3092E3886,187
1kmN3093E3886,297
1kmN3094E3886,108
1kmN3095E3886,550
1kmN3096E3886,881
1kmN3097E3886,148
1kmN3098E3886,180
1kmN3099E3886,529
1kmN3100E3886,487
1kmN3101E3886,1158
1kmN3102E3886,3281
1kmN3103E3886,1504
1kmN3104E3886,413
1kmN3105E3886,274
1kmN3106E3886,60
1kmN3107E3886,134
1kmN3108E3886,308
1kmN3109E3886,92
1kmN3110E3886,64
1kmN3111E3886,1133
1kmN3112E3886,295
1kmN3113E3886,340
1kmN3114E3886,336
1kmN3115E3886,492
1kmN3116E3886,1118
1kmN3117E3886,1965
1kmN3118E3886,473
1kmN3119E3886,523
1kmN3120E3886,1797
1kmN3121E3886,963
1kmN3122E3886,156
1kmN3123E3886,1289
1kmN3124E3886,1042
1kmN3125E3886,1191
1kmN3126E3886,486
1kmN3127E3886,47
1kmN3128E3886,350
1kmN3129E3886,125
1kmN3130E3886,241
1kmN3131E3886,4
1kmN3132E3886,0
1kmN3133E3886,123
1kmN3134E3886,0
1kmN3135E3886,0
1kmN3136E3886,1043
1kmN3137E3886,50
1kmN3138E3886,2
1kmN3139E3886,221
1kmN3140E3886,260
1kmN3141E3886,59
1kmN3142E3886,220
1kmN3143E3886,110
1kmN3144E3886,22
1kmN3145E3886,11
1kmN3146E3886,22
1kmN3147E3886,0
1kmN3041E3887,10
1kmN3042E3887,406
1kmN3043E3887,559
1kmN3044E3887,90
1kmN3045E3887,300
1kmN3046E3887,91
1kmN3047E3887,14
1kmN3048E3887,24
1kmN3049E3887,472
1kmN3050E3887,4187
1kmN3051E3887,3148
1kmN3052E3887,395
1kmN3053E3887,1242
1kmN3054E3887,3053
1kmN3055E3887,5341
1kmN3056E3887,305
1kmN3057E3887,188
1kmN3058E3887,414
1kmN3059E3887,0
1kmN3060E3887,0
1kmN3061E3887,201
1kmN3062E3887,384
1kmN3063E3887,31
1kmN3064E3887,123
1kmN3065E3887,56
1kmN3066E3887,66
1kmN3067E3887,63
1kmN3068E3887,0
1kmN3069E3887,0
1kmN3070E3887,32
1kmN3071E3887,283
1kmN3072E3887,49
1kmN3073E3887,10
1kmN3074E3887,16
1kmN3075E3887,22
1kmN3076E3887,42
1kmN3077E3887,89
1kmN3078E3887,61
1kmN3079E3887,147
1kmN3080E3887,100
1kmN3081E3887,531
1kmN3082E3887,536
1kmN3083E3887,77
1kmN3084E3887,57
1kmN3085E3887,648
1kmN3086E3887,858
1kmN3087E3887,835
1kmN3088E3887,33
1kmN3089E3887,353
1kmN3090E3887,289
1kmN3091E3887,705
1kmN3092E3887,178
1kmN3093E3887,574
1kmN3094E3887,253
1kmN3095E3887,90
1kmN3096E3887,281
1kmN3097E3887,307
1kmN3098E3887,104
1kmN3099E3887,153
1kmN3100E3887,110
1kmN3101E3887,530
1kmN3102E3887,581
1kmN3103E3887,716
1kmN3104E3887,802
1kmN3105E3887,420
1kmN3106E3887,85
1kmN3107E3887,21
1kmN3108E3887,86
1kmN3109E3887,81
1kmN3110E3887,414
1kmN3111E3887,159
1kmN3112E3887,454
1kmN3113E3887,590
1kmN3114E3887,89
1kmN3115E3887,46
1kmN3116E3887,498
1kmN3117E3887,340
1kmN3118E3887,133
1kmN3119E3887,489
1kmN3120E3887,1710
1kmN3121E3887,1126
1kmN3122E3887,32
1kmN3123E3887,836
1kmN3124E3887,559
1kmN3125E3887,422
1kmN3126E3887,530
1kmN3127E3887,551
1kmN3128E3887,74
1kmN3129E3887,215
1kmN3130E3887,372
1kmN3131E3887,25
1kmN3132E3887,9
1kmN3133E3887,2
1kmN3134E3887,6
1kmN3135E3887,0
1kmN3136E3887,221
1kmN3137E3887,0
1kmN3138E3887,1131
1kmN3139E3887,2509
1kmN3140E3887,145
1kmN3141E3887,19
1kmN3142E3887,340
1kmN3143E3887,11
1kmN3144E3887,84
1kmN3145E3887,17
1kmN3146E3887,2
1kmN3147E3887,0
1kmN3041E3888,0
1kmN3042E3888,100
1kmN3043E3888,118
1kmN3044E3888,0
1kmN3045E3888,9
1kmN3046E3888,17
1kmN3047E3888,0
1kmN3048E3888,446
1kmN3049E3888,520
1kmN3050E3888,1494
1kmN3051E3888,1008
1kmN3052E3888,236
1kmN3053E3888,221
1kmN3054E3888,1888
1kmN3055E3888,1220
1kmN3056E3888,112
1kmN3057E3888,376
1kmN3058E3888,1528
1kmN3059E3888,13
1kmN3060E3888,0
1kmN3061E3888,153
1kmN3062E3888,290
1kmN3063E3888,88
1kmN3064E3888,192
1kmN3065E3888,30
1kmN3066E3888,166
1kmN3067E3888,179
1kmN3068E3888,14
1kmN3069E3888,5
1kmN3070E3888,65
1kmN3071E3888,178
1kmN3072E3888,128
1kmN3073E3888,46
1kmN3074E3888,14
1kmN3075E3888,23
1kmN3076E3888,35
1kmN3077E3888,4
1kmN3078E3888,619
1kmN3079E3888,136
1kmN3080E3888,9
1kmN3081E3888,10
1kmN3082E3888,176
1kmN3083E3888,227
1kmN3084E3888,52
1kmN3085E3888,98
1kmN3086E3888,573
1kmN3087E3888,122
1kmN3088E3888,83
1kmN3089E3888,263
1kmN3090E3888,1925
1kmN3091E3888,1838
1kmN3092E3888,48
1kmN3093E3888,205
1kmN3094E3888,240
1kmN3095E3888,233
1kmN3096E3888,122
1kmN3097E3888,166
1kmN3098E3888,109
1kmN3099E3888,17
1kmN3100E3888,122
1kmN3101E3888,233
1kmN3102E3888,90
1kmN3103E3888,81
1kmN3104E3888,468
1kmN3105E3888,516
1kmN3106E3888,190
1kmN3107E3888,224
1kmN3108E3888,500
1kmN3109E3888,125
1kmN3110E3888,52
1kmN3111E3888,193
1kmN3112E3888,314
1kmN3113E3888,79
1kmN3114E3888,85
1kmN3115E3888,523
1kmN3116E3888,297
1kmN3117E3888,619
1kmN3118E3888,337
1kmN3119E3888,186
1kmN3120E3888,723
1kmN3121E3888,293
1kmN3122E3888,58
1kmN3123E3888,572
1kmN3124E3888,435
1kmN3125E3888,46
1kmN3126E3888,810
1kmN3127E3888,1433
1kmN3128E3888,250
1kmN3129E3888,451
1kmN3130E3888,162
1kmN3131E3888,71
1kmN3132E3888,13
1kmN3133E3888,232
1kmN3134E3888,226
1kmN3135E3888,0
1kmN3136E3888,0
1kmN3137E3888,235
1kmN3138E3888,920
1kmN3139E3888,2207
1kmN3140E3888,321
1kmN3141E3888,0
1kmN3142E3888,0
1kmN3143E3888,0
1kmN3144E3888,0
1kmN3145E3888,7
1kmN3146E3888,0
1kmN3042E3889,54
1kmN3043E3889,9
1kmN3044E3889,7
1kmN3045E3889,88
1kmN3046E3889,395
1kmN3047E3889,62
1kmN3048E3889,57
1kmN3049E3889,194
1kmN3050E3889,428
1kmN3051E3889,1
1kmN3052E3889,225
1kmN3053E3889,2439
1kmN3054E3889,2261
1kmN3055E3889,100
1kmN3056E3889,125
1kmN3057E3889,1318
1kmN3058E3889,1690
1kmN3059E3889,1017
1kmN3060E3889,45
1kmN3061E3889,142
1kmN3062E3889,243
1kmN3063E3889,257
1kmN3064E3889,883
1kmN3065E3889,97
1kmN3066E3889,317
1kmN3067E3889,902
1kmN3068E3889,30
1kmN3069E3889,5
1kmN3070E3889,11
1kmN3071E3889,0
1kmN3072E3889,62
1kmN3073E3889,129
1kmN3074E3889,13
1kmN3075E3889,11
1kmN3076E3889,200
1kmN3077E3889,1
1kmN3078E3889,42
1kmN3079E3889,499
1kmN3080E3889,200
1kmN3081E3889,6
1kmN3082E3889,352
1kmN3083E3889,226
1kmN3084E3889,5
1kmN3085E3889,14
1kmN3086E3889,127
1kmN3087E3889,165
1kmN3088E3889,42
1kmN3089E3889,434
1kmN3090E3889,1300
1kmN3091E3889,4274
1kmN3092E3889,320
1kmN3093E3889,83
1kmN3094E3889,69
1kmN3095E3889,159
1kmN3096E3889,20
1kmN3097E3889,25
1kmN3098E3889,245
1kmN3099E3889,80
1kmN3100E3889,297
1kmN3101E3889,51
1kmN3102E3889,55
1kmN3103E3889,26
1kmN3104E3889,520
1kmN3105E3889,1186
1kmN3106E3889,36
1kmN3107E3889,1048
1kmN3108E3889,1128
1kmN3109E3889,147
1kmN3110E3889,424
1kmN3111E3889,73
1kmN3112E3889,17
1kmN3113E3889,118
1kmN3114E3889,553
1kmN3115E3889,936
1kmN3116E3889,91
1kmN3117E3889,455
1kmN3118E3889,304
1kmN3119E3889,407
1kmN3120E3889,396
1kmN3121E3889,8
1kmN3122E3889,82
1kmN3123E3889,302
1kmN3124E3889,364
1kmN3125E3889,416
1kmN3126E3889,522
1kmN3127E3889,1647
1kmN3128E3889,1564
1kmN3129E3889,86
1kmN3130E3889,218
1kmN3131E3889,123
1kmN3132E3889,75
1kmN3133E3889,145
1kmN3134E3889,498
1kmN3135E3889,66
1kmN3136E3889,0
1kmN3137E3889,0
1kmN3138E3889,2158
1kmN3139E3889,2423
1kmN3140E3889,160
1kmN3141E3889,0
1kmN3042E3890,0
1kmN3043E3890,184
1kmN3044E3890,8
1kmN3045E3890,263
1kmN3046E3890,304
1kmN3047E3890,3
1kmN3048E3890,320
1kmN3049E3890,39
1kmN3050E3890,105
1kmN3051E3890,132
1kmN3052E3890,352
1kmN3053E3890,1395
1kmN3054E3890,1022
1kmN3055E3890,2027
1kmN3056E3890,265
1kmN3057E3890,1094
1kmN3058E3890,508
1kmN3059E3890,153
1kmN3060E3890,14
1kmN3061E3890,241
1kmN3062E3890,481
1kmN3063E3890,309
1kmN3064E3890,326
1kmN3065E3890,23
1kmN3066E3890,7
1kmN3067E3890,82
1kmN3068E3890,10
1kmN3069E3890,143
1kmN3070E3890,303
1kmN3071E3890,6
1kmN3072E3890,4
1kmN3073E3890,0
1kmN3074E3890,26
1kmN3075E3890,117
1kmN3076E3890,10
1kmN3077E3890,18
1kmN3078E3890,42
1kmN3079E3890,212
1kmN3080E3890,80
1kmN3081E3890,19
1kmN3082E3890,416
1kmN3083E3890,193
1kmN3084E3890,174
1kmN3085E3890,15
1kmN3086E3890,61
1kmN3087E3890,66
1kmN3088E3890,65
1kmN3089E3890,278
1kmN3090E3890,771
1kmN3091E3890,2370
1kmN3092E3890,311
1kmN3093E3890,113
1kmN3094E3890,252
1kmN3095E3890,22
1kmN3096E3890,804
1kmN3097E3890,153
1kmN3098E3890,351
1kmN3099E3890,70
1kmN3100E3890,338
1kmN3101E3890,427
1kmN3102E3890,8
1kmN3103E3890,576
1kmN3104E3890,182
1kmN3105E3890,1504
1kmN3106E3890,206
1kmN3107E3890,868
1kmN3108E3890,790
1kmN3109E3890,206
1kmN3110E3890,662
1kmN3111E3890,60
1kmN3112E3890,152
1kmN3113E3890,689
1kmN3114E3890,536
1kmN3115E3890,121
1kmN3116E3890,1117
1kmN3117E3890,9
1kmN3118E3890,109
1kmN3119E3890,791
1kmN3120E3890,1509
1kmN3121E3890,670
1kmN3122E3890,251
1kmN3123E3890,13
1kmN3124E3890,50
1kmN3125E3890,137
1kmN3126E3890,1039
1kmN3127E3890,2123
1kmN3128E3890,671
1kmN3129E3890,105
1kmN3130E3890,131
1kmN3131E3890,266
1kmN3132E3890,27
1kmN3133E3890,2
1kmN3134E3890,307
1kmN3135E3890,71
1kmN3136E3890,7
1kmN3137E3890,12
1kmN3138E3890,169
1kmN3139E3890,314
1kmN3140E3890,0
1kmN3141E3890,0
1kmN3042E3891,0
1kmN3043E3891,37
1kmN3044E3891,41
1kmN3045E3891,166
1kmN3046E3891,10
1kmN3047E3891,0
1kmN3048E3891,32
1kmN3049E3891,249
1kmN3050E3891,19
1kmN3051E3891,504
1kmN3052E3891,906
1kmN3053E3891,999
1kmN3054E3891,3658
1kmN3055E3891,5557
1kmN3056E3891,1354
1kmN3057E3891,18
1kmN3058E3891,786
1kmN3059E3891,1125
1kmN3060E3891,143
1kmN3061E3891,645
1kmN3062E3891,297
1kmN3063E3891,24
1kmN3064E3891,216
1kmN3065E3891,15
1kmN3066E3891,8
1kmN3067E3891,191
1kmN3068E3891,26
1kmN3069E3891,268
1kmN3070E3891,143
1kmN3071E3891,57
1kmN3072E3891,9
1kmN3073E3891,58
1kmN3074E3891,68
1kmN3075E3891,45
1kmN3076E3891,225
1kmN3077E3891,519
1kmN3078E3891,101
1kmN3079E3891,96
1kmN3080E3891,418
1kmN3081E3891,84
1kmN3082E3891,17
1kmN3083E3891,32
1kmN3084E3891,3
1kmN3085E3891,218
1kmN3086E3891,181
1kmN3087E3891,283
1kmN3088E3891,217
1kmN3089E3891,264
1kmN3090E3891,272
1kmN3091E3891,235
1kmN3092E3891,555
1kmN3093E3891,591
1kmN3094E3891,755
1kmN3095E3891,82
1kmN3096E3891,670
1kmN3097E3891,123
1kmN3098E3891,446
1kmN3099E3891,177
1kmN3100E3891,393
1kmN3101E3891,68
1kmN3102E3891,25
1kmN3103E3891,1517
1kmN3104E3891,1860
1kmN3105E3891,1508
1kmN3106E3891,980
1kmN3107E3891,127
1kmN3108E3891,497
1kmN3109E3891,391
1kmN3110E3891,178
1kmN3111E3891,149
1kmN3112E3891,39
1kmN3113E3891,126
1kmN3114E3891,919
1kmN3115E3891,502
1kmN3116E3891,2046
1kmN3117E3891,1417
1kmN3118E3891,1291
1kmN3119E3891,345
1kmN3120E3891,630
1kmN3121E3891,425
1kmN3122E3891,56
1kmN3123E3891,250
1kmN3124E3891,227
1kmN3125E3891,118
1kmN3126E3891,514
1kmN3127E3891,520
1kmN3128E3891,147
1kmN3129E3891,44
1kmN3130E3891,343
1kmN3131E3891,1126
1kmN3132E3891,18
1kmN3133E3891,3
1kmN3134E3891,179
1kmN3135E3891,1606
1kmN3136E3891,807
1kmN3137E3891,147
1kmN3138E3891,34
1kmN3139E3891,154
1kmN3140E3891,0
1kmN3141E3891,0
1kmN3042E3892,0
1kmN3043E3892,17
1kmN3044E3892,154
1kmN3045E3892,111
1kmN3046E3892,37
1kmN3047E3892,53
1kmN3048E3892,17
1kmN3049E3892,111
1kmN3050E3892,254
1kmN3051E3892,77
1kmN3052E3892,619
1kmN3053E3892,978
1kmN3054E3892,2568
1kmN3055E3892,5095
1kmN3056E3892,2522
1kmN3057E3892,1763
1kmN3058E3892,1559
1kmN3059E3892,558
1kmN3060E3892,72
1kmN3061E3892,487
1kmN3062E3892,198
1kmN3063E3892,30
1kmN3064E3892,388
1kmN3065E3892,2
1kmN3066E3892,14
1kmN3067E3892,323
1kmN3068E3892,116
1kmN3069E3892,69
1kmN3070E3892,62
1kmN3071E3892,135
1kmN3072E3892,302
1kmN3073E3892,16
1kmN3074E3892,68
1kmN3075E3892,191
1kmN3076E3892,137
1kmN3077E3892,142
1kmN3078E3892,63
1kmN3079E3892,131
1kmN3080E3892,604
1kmN3081E3892,195
1kmN3082E3892,192
1kmN3083E3892,131
1kmN3084E3892,108
1kmN3085E3892,147
1kmN3086E3892,16
1kmN3087E3892,924
1kmN3088E3892,550
1kmN3089E3892,887
1kmN3090E3892,737
1kmN3091E3892,16
1kmN3092E3892,1012
1kmN3093E3892,4
1kmN3094E3892,645
1kmN3095E3892,267
1kmN3096E3892,90
1kmN3097E3892,382
1kmN3098E3892,49
1kmN3099E3892,30
1kmN3100E3892,176
1kmN3101E3892,90
1kmN3102E3892,188
1kmN3103E3892,108
1kmN3104E3892,312
1kmN3105E3892,532
1kmN3106E3892,277
1kmN3107E3892,97
1kmN3108E3892,352
1kmN3109E3892,620
1kmN3110E3892,202
1kmN3111E3892,372
1kmN3112E3892,777
1kmN3113E3892,116
1kmN3114E3892,365
1kmN3115E3892,220
1kmN3116E3892,3102
1kmN3117E3892,5056
1kmN3118E3892,1059
1kmN3119E3892,377
1kmN3120E3892,196
1kmN3121E3892,284
1kmN3122E3892,148
1kmN3123E3892,97
1kmN3124E3892,196
1kmN3125E3892,787
1kmN3126E3892,10
1kmN3127E3892,94
1kmN3128E3892,163
1kmN3129E3892,167
1kmN3130E3892,342
1kmN3131E3892,884
1kmN3132E3892,99
1kmN3133E3892,27
1kmN3134E3892,45
1kmN3135E3892,1243
1kmN3136E3892,1071
1kmN3137E3892,67
1kmN3138E3892,280
1kmN3139E3892,98
1kmN3140E3892,176
1kmN3141E3892,0
1kmN3042E3893,0
1kmN3043E3893,0
1kmN3044E3893,92
1kmN3045E3893,426
1kmN3046E3893,0
1kmN3047E3893,0
1kmN3048E3893,88
1kmN3049E3893,217
1kmN3050E3893,19
1kmN3051E3893,63
1kmN3052E3893,33
1kmN3053E3893,72
1kmN3054E3893,263
1kmN3055E3893,1382
1kmN3056E3893,843
1kmN3057E3893,239
1kmN3058E3893,188
1kmN3059E3893,1111
1kmN3060E3893,18
1kmN3061E3893,1134
1kmN3062E3893,281
1kmN3063E3893,173
1kmN3064E3893,290
1kmN3065E3893,117
1kmN3066E3893,4
1kmN3067E3893,70
1kmN3068E3893,53
1kmN3069E3893,17
1kmN3070E3893,5
1kmN3071E3893,0
1kmN3072E3893,132
1kmN3073E3893,191
1kmN3074E3893,31
1kmN3075E3893,30
1kmN3076E3893,44
1kmN3077E3893,111
1kmN3078E3893,78
1kmN3079E3893,226
1kmN3080E3893,177
1kmN3081E3893,6
1kmN3082E3893,125
1kmN3083E3893,40
1kmN3084E3893,546
1kmN3085E3893,213
1kmN3086E3893,28
1kmN3087E3893,399
1kmN3088E3893,51
1kmN3089E3893,541
1kmN3090E3893,15
1kmN3091E3893,8
1kmN3092E3893,18
1kmN3093E3893,162
1kmN3094E3893,1033
1kmN3095E3893,311
1kmN3096E3893,178
1kmN3097E3893,207
1kmN3098E3893,40
1kmN3099E3893,248
1kmN3100E3893,265
1kmN3101E3893,45
1kmN3102E3893,715
1kmN3103E3893,46
1kmN3104E3893,663
1kmN3105E3893,193
1kmN3106E3893,1042
1kmN3107E3893,387
1kmN3108E3893,543
1kmN3109E3893,303
1kmN3110E3893,273
1kmN3111E3893,474
1kmN3112E3893,893
1kmN3113E3893,153
1kmN3114E3893,12
1kmN3115E3893,373
1kmN3116E3893,711
1kmN3117E3893,1353
1kmN3118E3893,14
1kmN3119E3893,298
1kmN3120E3893,337
1kmN3121E3893,318
1kmN3122E3893,166
1kmN3123E3893,50
1kmN3124E3893,33
1kmN3125E3893,581
1kmN3126E3893,10
1kmN3127E3893,340
1kmN3128E3893,253
1kmN3129E3893,149
1kmN3130E3893,324
1kmN3131E3893,43
1kmN3132E3893,24
1kmN3133E3893,0
1kmN3134E3893,0
1kmN3135E3893,292
1kmN3136E3893,269
1kmN3137E3893,174
1kmN3138E3893,1
1kmN3139E3893,79
1kmN3140E3893,3
1kmN3141E3893,0
1kmN3042E3894,0
1kmN3043E3894,4
1kmN3044E3894,0
1kmN3045E3894,0
1kmN3046E3894,0
1kmN3047E3894,0
1kmN3048E3894,88
1kmN3049E3894,64
1kmN3050E3894,5
1kmN3051E3894,64
1kmN3052E3894,534
1kmN3053E3894,390
1kmN3054E3894,1121
1kmN3055E3894,1406
1kmN3056E3894,1303
1kmN3057E3894,10
1kmN3058E3894,5
1kmN3059E3894,35
1kmN3060E3894,64
1kmN3061E3894,1066
1kmN3062E3894,426
1kmN3063E3894,6
1kmN3064E3894,42
1kmN3065E3894,43
1kmN3066E3894,25
1kmN3067E3894,29
1kmN3068E3894,4
1kmN3069E3894,9
1kmN3070E3894,23
1kmN3071E3894,3
1kmN3072E3894,15
1kmN3073E3894,2
1kmN3074E3894,10
1kmN3075E3894,0
1kmN3076E3894,5
1kmN3077E3894,187
1kmN3078E3894,43
1kmN3079E3894,86
1kmN3080E3894,41
1kmN3081E3894,5
1kmN3082E3894,46
1kmN3083E3894,51
1kmN3084E3894,93
1kmN3085E3894,49
1kmN3086E3894,37
1kmN3087E3894,249
1kmN3088E3894,111
1kmN3089E3894,299
1kmN3090E3894,217
1kmN3091E3894,151
1kmN3092E3894,179
1kmN3093E3894,557
1kmN3094E3894,70
1kmN3095E3894,11
1kmN3096E3894,274
1kmN3097E3894,567
1kmN3098E3894,53
1kmN3099E3894,139
1kmN3100E3894,216
1kmN3101E3894,18
1kmN3102E3894,112
1kmN3103E3894,385
1kmN3104E3894,474
1kmN3105E3894,1061
1kmN3106E3894,868
1kmN3107E3894,1057
1kmN3108E3894,164
1kmN3109E3894,139
1kmN3110E3894,171
1kmN3111E3894,209
1kmN3112E3894,487
1kmN3113E3894,431
1kmN3114E3894,207
1kmN3115E3894,979
1kmN3116E3894,202
1kmN3117E3894,492
1kmN3118E3894,83
1kmN3119E3894,13
1kmN3120E3894,1527
1kmN3121E3894,518
1kmN3122E3894,191
1kmN3123E3894,142
1kmN3124E3894,43
1kmN3125E3894,132
1kmN3126E3894,320
1kmN3127E3894,557
1kmN3128E3894,1167
1kmN3129E3894,228
1kmN3130E3894,205
1kmN3131E3894,82
1kmN3132E3894,50
1kmN3133E3894,0
1kmN3134E3894,0
1kmN3135E3894,68
1kmN3136E3894,8
1kmN3137E3894,178
1kmN3138E3894,454
1kmN3139E3894,90
1kmN3140E3894,8
1kmN3141E3894,6
1kmN3043E3895,0
1kmN3044E3895,0
1kmN3045E3895,35
1kmN3046E3895,0
1kmN3047E3895,5
1kmN3048E3895,0
1kmN3049E3895,48
1kmN3050E3895,132
1kmN3051E3895,0
1kmN3052E3895,103
1kmN3053E3895,1198
1kmN3054E3895,549
1kmN3055E3895,1475
1kmN3056E3895,704
1kmN3057E3895,156
1kmN3058E3895,80
1kmN3059E3895,13
1kmN3060E3895,1087
1kmN3061E3895,949
1kmN3062E3895,585
1kmN3063E3895,39
1kmN3064E3895,27
1kmN3065E3895,18
1kmN3066E3895,8
1kmN3067E3895,346
1kmN3068E3895,59
1kmN3069E3895,135
1kmN3070E3895,96
1kmN3071E3895,80
1kmN3072E3895,122
1kmN3073E3895,11
1kmN3074E3895,124
1kmN3075E3895,103
1kmN3076E3895,4
1kmN3077E3895,12
1kmN3078E3895,5
1kmN3079E3895,12
1kmN3080E3895,68
1kmN3081E3895,16
1kmN3082E3895,82
1kmN3083E3895,31
1kmN3084E3895,37
1kmN3085E3895,34
1kmN3086E3895,277
1kmN3087E3895,606
1kmN3088E3895,703
1kmN3089E3895,212
1kmN3090E3895,161
1kmN3091E3895,284
1kmN3092E3895,164
1kmN3093E3895,442
1kmN3094E3895,792
1kmN3095E3895,71
1kmN3096E3895,298
1kmN3097E3895,79
1kmN3098E3895,633
1kmN3099E3895,310
1kmN3100E3895,30
1kmN3101E3895,0
