iter	MAE
272	0.5364736419
273	0.5346793418
274	0.5341889085
275	0.533445521
276	0.5328204796
277	0.5302353298
278	0.5290646588
279	0.5288841519
280	0.528833862
281	0.5284258332
282	0.5283830447
283	0.5283649542
284	0.5283249523
285	0.5280057557
286	0.5276630242
287	0.5275812958
288	0.527502158
289	0.5272049305
290	0.5249029208
291	0.5243482114
292	0.524101847
293	0.5240189751
294	0.5239746841
295	0.5238023235
296	0.5234970395
297	0.523447835
298	0.5234306427
299	0.5234148258
300	0.5233386184
301	0.5227322655
302	0.5215797993
303	0.5214933471
304	0.5206681009
305	0.5202990508
306	0.5199430146
307	0.519220307
308	0.5188948464
309	0.5183374332
310	0.5172551888
311	0.515482653
312	0.5153284006
313	0.5145706482
314	0.5135737398
315	0.5133542715
316	0.5125966754
317	0.5108606607
318	0.5107512551
319	0.5105224999
320	0.5102642361
321	0.5095940016
322	0.5094688549
323	0.5094557522
324	0.5084006273
325	0.5082960934
326	0.5082730271
327	0.5081973415
328	0.5076057084
329	0.5075469055
330	0.5067523053
331	0.506688786
332	0.5066600515
333	0.5061208277
334	0.5060297613
335	0.5059809051
336	0.5054410288
337	0.5052112137
338	0.504910992
339	0.5048877966
340	0.503855821
341	0.5037889527
342	0.5037822313
343	0.5037455073
344	0.5037117212
345	0.5024317137
346	0.5021669647
347	0.5009910773
348	0.5004535967
349	0.4995647661
350	0.4995209385
351	0.4989327241
352	0.4985999216
353	0.49857713
354	0.4980066233
355	0.4980010077
356	0.497730736
357	0.4973181178
358	0.4971965438
359	0.4969690954
360	0.4967655202
361	0.4956173601
362	0.4953931054
363	0.495151514
364	0.494238489
365	0.4937275046
366	0.4932371921
367	0.4929358838
368	0.4926042247
369	0.4924210137
370	0.4919050903
371	0.4905737051
372	0.4898100493
373	0.489553307
374	0.4893204378
375	0.4868601336
376	0.4866622397
377	0.4855531049
378	0.4852047723
379	0.4851601117
380	0.4850206589
381	0.4849344091
382	0.484829881
383	0.4846264178
384	0.4845827033
385	0.4845032075
386	0.4844486493
387	0.4842424212
388	0.4841081121
389	0.4839716932
390	0.4839245225
391	0.4838706327
392	0.4837266184
393	0.4837037713
394	0.4828460489
395	0.482824847
396	0.4820388211
397	0.4819712516
398	0.4819594042
399	0.4818935114
400	0.4817497981
401	0.4810003798
402	0.4805889219
403	0.4805508863
404	0.4805158935
405	0.4804831975
406	0.4804548252
407	0.4798468199
408	0.4798192228
409	0.4797943191
410	0.4797664831
411	0.4797220811
412	0.4795903912
413	0.4792984271
414	0.4779819364
415	0.4779630641
416	0.4775961911
417	0.4775051057
418	0.4769887984
419	0.4761832803
420	0.4761473852
421	0.4759742094
422	0.4759072866
423	0.4757660797
424	0.4756361693
425	0.4755482218
426	0.4741085229
427	0.4736855107
428	0.4736543039
429	0.4734004198
430	0.4733114683
431	0.4730912311
432	0.4730115231
433	0.4729136379
434	0.4727210889
435	0.472661275
436	0.4726109203
437	0.4721744365
438	0.4721519809
439	0.4721247169
440	0.4721041823
441	0.4717867641
442	0.4717314711
443	0.4717155991
444	0.4717020936
445	0.4716211256
446	0.4715183818
447	0.4714092107
448	0.4713564013
449	0.4712795165
450	0.4712542319
451	0.4712402665
452	0.4712266165
453	0.4712074445
454	0.471198616
455	0.4711969341
456	0.4706811983
457	0.4706623022
458	0.4704790361
459	0.4704711838
460	0.4704446176
461	0.4704293386
462	0.4695273498
463	0.4693835219
464	0.469252718
465	0.469210387
466	0.4691765932
467	0.4691469367
468	0.469085445
469	0.4690827832
470	0.4690715563
471	0.4690412531
472	0.4689692146
473	0.4637516973
474	0.4636800321
475	0.4588811404
476	0.4588548563
477	0.4544395599
478	0.4503774871
479	0.4489317271
480	0.4489031365
481	0.448223642
482	0.447598507
483	0.4475751912
484	0.4472265457
485	0.4469047563
486	0.446889156
487	0.4468738711
488	0.446537337
489	0.4465185561
490	0.4458764097
491	0.4458654294
492	0.4458584283
493	0.4457261325
494	0.4456252906
495	0.4455377964
496	0.4454406451
497	0.4453983132
498	0.4453829173
499	0.4453788912
500	0.4453679189
501	0.4449309287
502	0.4446838958
503	0.4442994154
504	0.4442973853
505	0.4442960074
506	0.4442771208
507	0.4440792288
508	0.4440775429
509	0.4440763239
510	0.4438615676
511	0.4438314861
512	0.4438283879
513	0.4438255377
514	0.4437639133
515	0.443739716
516	0.4437299465
517	0.4433369033
518	0.4433340496
519	0.4433271532
520	0.442903689
521	0.4428924675
522	0.4424878952
523	0.4423745799
524	0.4423713639
525	0.442070064
526	0.4420686926
527	0.4419635946
528	0.441921367
529	0.4417343451
530	0.4417049717
531	0.4415024941
532	0.4413886226
533	0.4413274886
534	0.4412531752
535	0.4410986118
536	0.4409974019
537	0.4409005059
538	0.4408987397
539	0.4407387925
540	0.440717316
541	0.4404497878
542	0.4403748397
543	0.4395871598
544	0.4384968435
545	0.4382662801
546	0.4381141447
547	0.4380698583
548	0.438065512
549	0.4380614248
550	0.4378905454
551	0.4376703199
552	0.4373150441
553	0.4373022677
554	0.4372968888
555	0.4370400797
556	0.4367078533
557	0.4365569836
558	0.4365075414
559	0.4364786359
560	0.4364604568
561	0.4363172047
562	0.4355434167
563	0.4318241838
564	0.4317848111
565	0.4317789024
566	0.4317727209
567	0.4306678778
568	0.430606564
569	0.4306024953
570	0.430583353
571	0.4304849699
572	0.4304625014
573	0.4303945797
574	0.4303878619
575	0.4303655519
576	0.4303541769
577	0.4303490637
578	0.4303453081
579	0.4303406993
580	0.4303368921
581	0.4303314321
582	0.430253623
583	0.4302503236
584	0.4302495748
585	0.430060089
586	0.4299125046
587	0.4298752324
588	0.4295672302
589	0.4261267631
590	0.4260816278
591	0.4260401032
592	0.4260281403
593	0.4260270495
594	0.4260151607
595	0.4254294056
596	0.4249629183
597	0.4248700547
598	0.4247137474
599	0.4247061508
600	0.4247018658
601	0.4246575285
602	0.424625139
603	0.4246241773
604	0.4246232925
605	0.4246224785
606	0.4246217296
607	0.4246211337
608	0.4245771872
609	0.4245709173
610	0.4245529149
611	0.4245403721
612	0.4244990481
613	0.4244788718
614	0.4244746962
615	0.4237350113
616	0.4234813883
617	0.4234379662
618	0.423412951
619	0.4231389972
620	0.4230273947
621	0.4227844309
622	0.4227841992
623	0.4226753263
624	0.4226473618
625	0.4226462072
626	0.4226019828
627	0.4225991778
628	0.4225388349
629	0.4225014319
630	0.4225006933
631	0.4224802916
632	0.422470588
633	0.4224699099
634	0.4223808558
635	0.4223802648
636	0.4223797211
637	0.4222716515
638	0.4222333211
639	0.4222189483
640	0.4221095922
641	0.4219210387
642	0.4217399776
643	0.4217283877
644	0.4215297581
645	0.4214958873
646	0.4212731137
647	0.4212642764
648	0.4212620203
649	0.4212614217
650	0.4212571204
651	0.4207599793
652	0.4206207885
653	0.4204927026
654	0.4204860748
655	0.4202987031
656	0.420176408
657	0.4201465979
658	0.4195642291
659	0.4190256429
660	0.4189189751
661	0.4184302098
662	0.4181586395
663	0.4181352833
664	0.4181333008
665	0.4181003392
666	0.4180806452
667	0.4180634572
668	0.4180599726
669	0.4180526815
670	0.4180241846
671	0.4176531524
672	0.417597426
673	0.4175247479
674	0.4174978197
675	0.4174865184
676	0.4174690195
677	0.4174588131
678	0.4172753449
679	0.4168494264
680	0.4168258265
681	0.4167297112
682	0.4167155536
683	0.4167087416
684	0.41633441
685	0.4162371891
686	0.416232399
687	0.4162310337
688	0.4154187032
689	0.4150898627
690	0.4150819758
691	0.41507509
692	0.4150620759
693	0.4147583717
694	0.4147395925
695	0.4146519247
696	0.4146408167
697	0.4146371791
698	0.4146356555
699	0.4141786019
700	0.4138285532
701	0.4137820111
702	0.4137653422
703	0.4137302627
704	0.413673648
705	0.4136714529
706	0.4136673966
707	0.4136549527
708	0.4135880714
709	0.4134889077
710	0.4134775382
711	0.4131687017
712	0.4131649834
713	0.4131560143
714	0.4131161714
715	0.4131149305
716	0.4129526784
717	0.4129324988
718	0.4129279877
719	0.4123758152
720	0.4114590884
721	0.4114552108
722	0.4114539555
723	0.4114323134
724	0.4114211462
725	0.4114114575
726	0.4114084371
727	0.4112821772
728	0.4112499412
729	0.4112435515
730	0.4112409858
731	0.411239408
732	0.411221812
733	0.4112182559
734	0.411216457
735	0.4111864933
736	0.4111748107
737	0.4111742655
738	0.4111594937
739	0.4109784986
740	0.4109778402
741	0.4109735993
742	0.4109661194
743	0.4109421094
744	0.410922359
745	0.4105379801
746	0.4105248292
747	0.4105034389
748	0.4103647189
749	0.4103640108
750	0.4101879967
751	0.4101840846
752	0.4101804855
753	0.4101706055
754	0.4099894528
755	0.4099229383
756	0.4098798361
757	0.4098603362
758	0.4080692245
759	0.4080378766
760	0.4080031922
761	0.4079999239
762	0.4079620925
763	0.4079369081
764	0.4079232788
765	0.4078077582
766	0.4077569184
767	0.4074839525
768	0.4074622349
769	0.4059173579
770	0.4053214419
771	0.4053151426
772	0.4052491318
773	0.4052165308
774	0.4052101189
775	0.4051825795
776	0.4051709668
777	0.40515495
778	0.4047241606
779	0.4046838911
780	0.4044544075
781	0.4041593349
782	0.4039731452
783	0.4039633121
784	0.4039497634
785	0.403765297
786	0.4037348783
787	0.4035865973
788	0.403524276
789	0.4028092803
790	0.4027738536
791	0.4026883493
792	0.4026862953
793	0.4023936059
794	0.4021243316
795	0.4021214282
796	0.4021187237
797	0.4018317502
798	0.4017331079
799	0.4016930645
800	0.40158473
801	0.4014131952
802	0.401402335
803	0.4013638584
804	0.4013569727
805	0.4013215268
806	0.4013147149
807	0.4013098973
808	0.4011939972
809	0.4011919977
810	0.400957753
811	0.4007441877
812	0.4005994522
813	0.3985095793
814	0.3984966417
815	0.3984894186
816	0.3983720793
817	0.3982771446
818	0.3979359162
819	0.3978081581
820	0.3977281239
821	0.3975644346
822	0.3974633537
823	0.3955486544
824	0.3935575356
825	0.3935496726
826	0.3935474801
827	0.393545463
828	0.3935436179
829	0.3934320416
830	0.3934212814
831	0.3934195337
832	0.3934173807
833	0.3934153049
834	0.3934019988
835	0.3933908234
836	0.3933840065
837	0.3933593084
838	0.3933258647
839	0.393059695
840	0.3930528173
841	0.393047632
842	0.392886458
843	0.3927831942
844	0.3927820354
845	0.3927773116
846	0.3910518729
847	0.3909773473
848	0.3909614037
849	0.3909552612
850	0.3909057946
851	0.3908371909
852	0.3908359265
853	0.3908144275
854	0.3907583158
855	0.3907080691
856	0.3906870687
857	0.3904091519
858	0.3904077013
859	0.3903363758
860	0.3902633177
861	0.3902405882
862	0.3901975843
863	0.3900199275
864	0.3899508058
865	0.3898872139
866	0.3898287094
867	0.3898217061
868	0.3898162267
869	0.3898031661
870	0.3897498593
871	0.3897450354
872	0.3897005913
873	0.3896922934
874	0.3895302513
875	0.3895203932
876	0.389514954
877	0.3894655406
878	0.3894583135
879	0.3894143463
880	0.3893321284
881	0.3892723429
882	0.3892390457
883	0.3892060439
884	0.3889323651
885	0.3889292358
886	0.3888680321
887	0.3888502375
888	0.3870080878
889	0.3863938036
890	0.3863929047
891	0.3863514037
892	0.3863132792
893	0.3861992018
894	0.3861660752
895	0.385735948
896	0.3857113758
897	0.3857031898
898	0.3856782269
899	0.3852807689
900	0.3848733532
901	0.3848551929
902	0.3848544273
903	0.3847835997
904	0.3847180558
905	0.3846586046
906	0.3846337866
907	0.3845685045
908	0.384560433
909	0.3842324734
910	0.3842159001
911	0.3841712095
912	0.3841456584
913	0.384143838
914	0.3841177971
915	0.3841155564
916	0.383991996
917	0.3839516544
918	0.3839480909
919	0.3839429403
920	0.3836304135
921	0.382921197
922	0.3826328957
923	0.3826212566
924	0.3825784239
925	0.3825301823
926	0.382507031
927	0.382504573
928	0.3824817525
929	0.3824800223
930	0.3824680517
931	0.3824379689
932	0.3821209191
933	0.382119577
934	0.3819714767
935	0.3818418165
936	0.3818190371
937	0.3803058598
938	0.3801983868
939	0.3801807911
940	0.3799410499
941	0.3797239765
942	0.3797145287
943	0.3795538057
944	0.3794059404
945	0.3790749068
946	0.378811339
947	0.378712034
948	0.3787060637
949	0.3784074774
950	0.3781224926
951	0.3780729105
952	0.378055705
953	0.3780398759
954	0.378016864
955	0.3779864428
956	0.3779585937
957	0.3779295583
958	0.3779283995
959	0.37791983
960	0.3778064792
961	0.3777965851
962	0.3777928944
963	0.37777091
964	0.3777452697
965	0.3774905862
966	0.3774620056
967	0.3774526924
968	0.3774350681
969	0.3774328751
970	0.3774227483
971	0.3771573087
972	0.3771482975
973	0.3770799669
974	0.3769890474
975	0.3769753203
976	0.3767550713
977	0.376753681
978	0.3765439042
979	0.3765256403
980	0.3765163975
981	0.3765049363
982	0.3764905959
983	0.3763021143
984	0.3762963376
985	0.3761256933
986	0.376117256
987	0.3761153787
988	0.3760777753
989	0.3760604745
990	0.3760471883
991	0.3753051906
992	0.3751939678
993	0.3751818091
994	0.3751508164
995	0.3751033819
996	0.3750626906
997	0.3749007202
998	0.3748892482
999	0.3748786851
1000	0.374835832
1001	0.3748274025
1002	0.3748198131
1003	0.3734693148
1004	0.3734682832
1005	0.3734638508
1006	0.3734623883
1007	0.3734487943
1008	0.3723476273
1009	0.3723418466
1010	0.3723180227
1011	0.372309637
1012	0.3723016728
1013	0.3722925823
1014	0.3722632827
1015	0.3722618793
1016	0.3722288643
1017	0.3722230875
1018	0.3722106399
1019	0.3722000841
1020	0.3721972271
1021	0.3721725974
1022	0.3721661028
1023	0.3721400678
1024	0.3720982259
1025	0.3720817541
1026	0.3720756559
1027	0.3720746568
1028	0.3720645346
1029	0.3720504394
1030	0.3720368905
1031	0.3720056092
1032	0.3720042331
1033	0.3719971845
1034	0.3719933274
1035	0.3719920545
1036	0.3719908833
1037	0.3719865406
1038	0.3718381289
1039	0.3717022989
1040	0.3716790718
1041	0.3716656309
1042	0.3716629567
1043	0.3716608979
1044	0.3716344794
1045	0.3715846202
1046	0.3715429679
1047	0.3715198076
1048	0.371516503
1049	0.3715053378
1050	0.3714909813
1051	0.371488544
1052	0.3714798252
1053	0.3714708685
1054	0.371466678
1055	0.3713354786
1056	0.3713350832
1057	0.3713000558
1058	0.3712904631
1059	0.3712692276
1060	0.3712517114
1061	0.371247171
1062	0.3710844774
1063	0.371071561
1064	0.3710653555
1065	0.3710527909
1066	0.3709431595
1067	0.3709364543
1068	0.3709151718
1069	0.3707631684
1070	0.3707470111
1071	0.3695297145
1072	0.3684098101
1073	0.3684021999
1074	0.3683947073
1075	0.3683877434
1076	0.3682714662
1077	0.368187254
1078	0.3681616995
1079	0.3681534148
1080	0.3678566475
1081	0.3676029008
1082	0.3675944139
1083	0.3674404745
1084	0.367318517
1085	0.367214232
1086	0.3671813596
1087	0.3671620472
1088	0.3671065763
1089	0.3670616357
1090	0.3668888877
1091	0.3668766668
1092	0.3668733907
1093	0.3668470466
1094	0.3667693627
1095	0.3666458542
1096	0.3666438894
1097	0.3666275835
1098	0.3666259017
1099	0.3666221363
1100	0.36655844
1101	0.3665514821
1102	0.3664925685
1103	0.366476444
1104	0.3664217301
1105	0.3664067218
1106	0.3663327853
1107	0.3663308187
1108	0.3645049615
1109	0.3644938475
1110	0.3644907844
1111	0.3644806763
1112	0.3644519302
1113	0.3644289429
1114	0.3644237289
1115	0.3644005103
1116	0.3643968427
1117	0.3643590516
1118	0.3643557189
1119	0.3643529088
1120	0.3643161571
1121	0.3643076285
1122	0.3643061859
1123	0.3641524498
1124	0.364104564
1125	0.3640588892
1126	0.3632416277
1127	0.3632125177
1128	0.3631949098
1129	0.363172844
1130	0.3631686804
1131	0.3631681206
1132	0.3631639359
1133	0.3630528965
1134	0.3630490727
1135	0.3630282534
1136	0.3628061741
1137	0.3627980792
1138	0.3627726676
1139	0.3626505896
1140	0.36264464
1141	0.3625476114
1142	0.3625379144
1143	0.362441027
1144	0.362431505
1145	0.3624162165
1146	0.3624049399
1147	0.3623276774
1148	0.36232089
1149	0.3617692604
1150	0.3617442984
1151	0.3617392101
1152	0.3617289554
1153	0.3617036736
1154	0.3609236597
1155	0.3609195556
1156	0.3601859915
1157	0.360178285
1158	0.3601681065
1159	0.360161896
1160	0.3601525036
1161	0.3601461169
1162	0.3600301687
1163	0.3593792741
1164	0.3593774414
1165	0.359376166
1166	0.3593732477
1167	0.3593709444
1168	0.3592971867
1169	0.3592935576
1170	0.3592857289
1171	0.3592836931
1172	0.359267147
1173	0.3592563335
1174	0.3592470516
1175	0.3592460009
1176	0.3592435605
1177	0.3592409069
1178	0.3592369442
1179	0.3592273877
1180	0.3592039503
1181	0.3592024747
1182	0.3591992358
1183	0.3591983652
1184	0.3591286498
1185	0.3591263326
1186	0.3591206357
1187	0.3591174848
1188	0.359116869
1189	0.3591118058
1190	0.3591111531
1191	0.3591079067
1192	0.3590874059
1193	0.3590843671
1194	0.3590688379
1195	0.3590555477
1196	0.3590494608
1197	0.3590484663
1198	0.3590456506
1199	0.3590440398
